Video ID,User ID,Comment
smQNNo2a9xc,UCFTNyPeNslQkfibbTRXGhMg,Living in America right now feels like sitting in an airplane as it falls out of the sky
smQNNo2a9xc,UCZgWr6Spu1r3rSWR3wzAsbQ,What have we become? We live in a world were we judge people by micro gestures. Sigh 🙄
smQNNo2a9xc,UCRTRdg7L5iLQEtvq6CfI1-A,"Poland calls it: 5 beers gesture, for the first excuse made"
smQNNo2a9xc,UCuIuQs49rZArEHIrw-McMCQ,Stop buying he overpriced cars and using his right wing social media platform then
smQNNo2a9xc,UCcnJMGH_T4E9B8rJdxL--CQ,"No worries.  It&#39;s fine. <a href=""UCkszU2WH9gy1mb0dV-11UJg/xsIfY4OqCd2T29sP54iAsAw""></a>👍"
smQNNo2a9xc,UCl6M6SrH6vpjqqoU-P2YVCw,Blame the tourettes
smQNNo2a9xc,UCl6M6SrH6vpjqqoU-P2YVCw,Be loves us &quot;this much&quot; ❤
smQNNo2a9xc,UCrriNrWv1J3SWY3_f5fZnjw,Don’t ignore this please! This is taking a dangerous turn and americans need to take this more seriously!
smQNNo2a9xc,UCREEeS8hrzwABUMy-LT_QSg,We need china to come foward a take the lead
smQNNo2a9xc,UCMONYRZu0CrYK9s5mMESMyQ,Elon Mask acts like a attention seeking Kid
smQNNo2a9xc,UCALyhxtEUmlmwTXVtAgK4Zg,"He really did something very dumb, aspergers i guess"
smQNNo2a9xc,UC_pmDUdpUz0-oW9AQpDZhLQ,I choose to believe he did it because he thought it was funny
smQNNo2a9xc,UC0wLtlFgKpiqWr9-cxYKrTA,😮
smQNNo2a9xc,UCmx4SAtkgmPj8AlR00v_diQ,Just the gesture of an Austrian painter
smQNNo2a9xc,UCC5AiMD0Huaqk7pYxqKguxA,Appears? 😂😂😂😂😂no. DOES. Is  the word you are fishing for.
smQNNo2a9xc,UCna1wNj-rTP0DGS67MgrA4w,Nah this seems pretty appropriate for Trump&#39;s inauguration
smQNNo2a9xc,UCAnztdtfWoECK8L_F5mohvQ,He did the thing 😃
smQNNo2a9xc,UC574mJrovbPqZRAw9IxL9tA,He even put extra umph into it
smQNNo2a9xc,UCb1W9ziogBB_b5uzm6Kqi8w,"So I saw aoc, Obama, Clinton all make the same gesture, where’s the outcry. Oh that’s right rules for thee not for me. 😂😂😂 America is done with you leftist 😂😂😂"
smQNNo2a9xc,UCzGLEV6Q41fmGB44ZtF8Vmg,He’s basically rudolf hess
smQNNo2a9xc,UCwQu6WNdEvnRafJnMjiTlug,Stop stop...other. cultures do this as a show of love❤. Stop twisting.
smQNNo2a9xc,UC6wYZCFer0S3KNQGouq7-nA,"Musk is the biggest troll , and its great"
smQNNo2a9xc,UC3AlDoEcArK7x2Gv9n4vOIA,".@Timodc on Elon Musk: “The largest donor [to Trump] is the largest government contractor, is now in the West Wing. That’s insane…The idea that one of the richest men in the world who gets money from the government is now going to decide how the government spends money?!…the potential for corruption and influence there is unprecedented…”<br><br>The most corrupt administration in the history of the U.S. government<br><br>Musk has a place in the skin."
smQNNo2a9xc,UC2qsDCeTStpq_mANbTS4Avw,Look  &quot; Dr. G explanes &quot; body language analyst  😊
smQNNo2a9xc,UCHc8xOzPkEAg05v04d6WpHQ,"Another smoke screen folks, get digging."
smQNNo2a9xc,UCra6ECrvnvPgZpT0VHT8Ebw,Hahahah. Everyone who makes a big deal about this is actually showing their true colors.
smQNNo2a9xc,UCfC06LOhsOdW6kCvdl-8a7w,Afrikaner
smQNNo2a9xc,UCN-zPooTXOQORPcqMENJQQg,"He did it. Say it with your chest, cowards."
smQNNo2a9xc,UCtnd2EyhRNwp7VceYivXB8g,As much as I don&#39;t like Elon he didn&#39;t do a salute
smQNNo2a9xc,UCoxJCN2VEHh9mtu2UOAJm8A,What a scumbag
smQNNo2a9xc,UCRp0RiPD07bFSQbL-c0NQNg,😂
